X,y
6.433658544295078,5.509168303351839
5.044697884885776,7.708064662864441
5.924535683526583,5.2592196628192225
5.293990746037809,5.671261968134861
5.615090763565967,6.130928500753153
6.185903473182608,6.09410577556185
7.166309414019816,7.227191331197893
4.054708262992056,6.481270317011509
5.799781643859625,5.869308930462587
4.822563606931028,7.185931234685254
5.980495944697186,6.283567459439914
6.332584285954669,6.6639241159756235
5.7660015684708705,5.9762024582691895
6.075866902151711,6.530090409746342
5.8881697208048385,5.973526836566881
5.402579272106107,5.379206889146465
6.756742966806223,7.260796298169314
5.706367847765728,6.299528939832377
5.048405021856402,5.673763524518238
5.6437044728857435,7.21564822456406
6.257606223076583,4.888690091034736
4.262684798408284,5.167447740603721
6.137730654514321,6.258562453410412
6.594855046765659,4.535245917697237
6.45018449479305,6.02033787898853
6.377391957536446,6.525732838781236
7.866845822782684,6.854156724936898
6.076896286668339,6.334251945097757
5.239919370427467,5.164278149773868
4.504067144710054,4.909932490565405
6.507480676664031,5.276851289732855
6.379664427049181,7.039725901852607
6.168749737791324,6.4761687704025706
5.285134160819143,5.910684899140926
7.17154382030606,5.103642765343698
6.757670140666133,7.376971101210977
6.36518303194932,4.656708413527084
6.260673116166046,5.935304147009302
6.37308642475504,6.5870892182473355
5.3781542332379795,5.326956376170826
5.879942777059898,5.2299262503710695
6.1200215088461665,5.9095416764277715
8.100351963047707,5.182445950734572
5.376283240745273,6.338112822139758
6.69601983049951,7.824161042072091
7.29434886248142,6.656962538586324
6.233727346099177,6.715101274334465
5.513241955338244,5.74784410631499
4.817702938366111,5.81748426836319
6.76774780970135,5.83276126760302
5.382667489054385,5.7130614633967935
6.577487519157417,5.796016707506542
6.677848695683732,4.9541625602522785
5.305894387060102,5.59593025334259
4.955258016280949,8.347698113491681
5.1256809032385995,6.72965957474047
5.468788023511444,5.590232389411087
6.240317886678463,4.836770058450031
5.471437706041627,5.88318164021749
5.325265061761334,5.344029372162361
6.866711515856472,6.801520238590926
5.647672606342959,5.932874726575258
6.986573493603861,4.862321769582929
6.269587600985718,7.574805410186468
7.567199694905307,4.452837412471496
5.391772213099696,6.134513111424156
4.9457463085301105,5.4670445316144445
5.890504522856595,7.117614186257408
5.9637894306911505,6.173016364543195
6.408679954053717,6.433455594138251
6.022410529927894,5.045271607973425
6.629798007343148,6.3441313953295255
5.125292895946922,5.455835172771618
6.7078286638346984,6.48289882466974
5.425531387345951,5.784716215556934
5.885582704878711,6.492087034187886
